oid,town_na,road_na,site,x,y,CDate,lon,lat
745,永和區,永和路,人行道,301852.536443,2766705.823232,2013-09-03 16:06:32.65,121.5137233,25.00749345
746,永和區,永和路,人行道,301873.708467,2766726.623714,2013-09-03 16:06:32.65,121.5139339,25.00768051
747,板橋區,文化路,人行道,297178.849197,2768263.442335,2013-09-03 16:06:32.65,121.4674738,25.02170846
748,永和區,永和路,人行道,301887.254432,2766773.349132,2013-09-03 16:06:32.65,121.5140698,25.00810189
749,永和區,永和路,人行道,301866.594842,2766780.147707,2013-09-03 16:06:32.65,121.5138654,25.00816397
750,永和區,永和路,人行道,301870.719459,2766797.063596,2013-09-03 16:06:32.65,121.5139069,25.00831655
751,永和區,永和路,人行道,301898.067713,2766819.005209,2013-09-03 16:06:32.65,121.5141787,25.0085137
752,永和區,永和路,人行道,301896.866237,2766812.99783,2013-09-03 16:06:32.65,121.5141666,25.00845951
753,永和區,永和路,人行道,301888.756276,2766780.557986,2013-09-03 16:06:32.65,121.514085,25.00816692
754,永和區,永和路,人行道,301890.55849,2766787.166103,2013-09-03 16:06:32.65,121.5141031,25.00822652
755,永和區,永和路,人行道,301892.060335,2766794.374957,2013-09-03 16:06:32.65,121.5141182,25.00829155
756,永和區,永和路,人行道,301895.664762,2766806.990452,2013-09-03 16:06:32.65,121.5141544,25.00840531
757,永和區,永和路,人行道,301893.862548,2766800.682704,2013-09-03 16:06:32.65,121.5141363,25.00834843
758,板橋區,文化路,人行道,297180.867007,2768267.333826,2013-09-03 16:06:32.65,121.4674939,25.02174353
759,永和區,永和路,人行道,301902.019429,2766854.730114,2013-09-03 16:06:32.65,121.5142192,25.00883609
760,永和區,永和路,人行道,301901.403356,2766851.179436,2013-09-03 16:06:32.65,121.5142129,25.00880406
761,永和區,永和路,人行道,301903.867648,2766929.984339,2013-09-03 16:06:32.65,121.5142403,25.00951542
762,永和區,永和路,人行道,301900.103835,2766916.08285,2013-09-03 16:06:32.65,121.5142025,25.00939005
763,永和區,永和路,人行道,301929.738842,2766966.356629,2013-09-03 16:06:32.65,121.514498,25.00984291
764,永和區,永和路,人行道,301923.885822,2766941.549798,2013-09-03 16:06:32.65,121.5144391,25.00961915
765,永和區,永和路,人行道,301927.873779,2766957.495797,2013-09-03 16:06:32.65,121.5144792,25.00976297
766,永和區,永和路,人行道,301920.513937,2766928.454841,2013-09-03 16:06:32.65,121.5144052,25.00950104
767,永和區,永和路,人行道,301908.555896,2766886.846256,2013-09-03 16:06:32.65,121.5142851,25.00912581
768,永和區,永和路,人行道,301907.228521,2766877.929715,2013-09-03 16:06:32.65,121.5142717,25.00904536
769,板橋區,文化路,人行道,297185.767403,2768277.422876,2013-09-03 16:06:32.65,121.4675428,25.02183446
770,永和區,永和路,人行道,301904.136491,2766863.438701,2013-09-03 16:06:32.65,121.5142405,25.00891464
771,永和區,永和路,人行道,301902.663356,2766858.241273,2013-09-03 16:06:32.65,121.5142257,25.00886777
772,永和區,永和路,人行道,301913.12624,2766901.161695,2013-09-03 16:06:32.65,121.514331,25.00925489
773,永和區,永和路,人行道,301914.408916,2766905.211195,2013-09-03 16:06:32.65,121.5143438,25.00929141
774,永和區,永和路,人行道,301916.307666,2766912.201132,2013-09-03 16:06:32.65,121.5143629,25.00935445
775,永和區,永和路,人行道,301911.059708,2766894.940077,2013-09-03 16:06:32.65,121.5143103,25.0091988
776,永和區,永和路,人行道,301934.416927,2766975.748538,2013-09-03 16:06:32.65,121.5145447,25.00992754
777,永和區,永和路,人行道,301941.40989,2767002.314352,2013-09-03 16:06:32.65,121.514615,25.01016713
778,永和區,永和路,人行道,301935.521481,2766980.319018,2013-09-03 16:06:32.65,121.5145558,25.00996876
779,永和區,永和路,人行道,301939.954976,2766995.961515,2013-09-03 16:06:32.65,121.5146003,25.01010983
780,板橋區,中山路,中央分隔島,298605.423755,2768099.155343,2013-09-03 16:06:32.65,121.4816029,25.02018016
781,板橋區,文化路,人行道,297190.667799,2768287.367797,2013-09-03 16:06:32.65,121.4675917,25.02192409
782,永和區,永和路,人行道,301938.199096,2766988.823928,2013-09-03 16:06:32.65,121.5145827,25.01004545
783,永和區,永和路,人行道,301950.400443,2767035.860027,2013-09-03 16:06:32.65,121.5147053,25.01046967
784,永和區,永和路,人行道,301949.448161,2767031.027377,2013-09-03 16:06:32.65,121.5146957,25.01042608
785,永和區,永和路,人行道,301930.750767,2767044.731305,2013-09-03 16:06:32.65,121.514511,25.01055044
786,永和區,永和路,人行道,301932.411961,2767049.457299,2013-09-03 16:06:32.65,121.5145276,25.01059305
787,永和區,永和路,人行道,301933.556187,2767053.886551,2013-09-03 16:06:32.65,121.5145391,25.010633
788,永和區,永和路,人行道,301934.553118,2767058.131505,2013-09-03 16:06:32.65,121.5145491,25.01067128
789,永和區,永和路,人行道,301962.394932,2767168.87177,2013-09-03 16:06:32.65,121.5148292,25.01167009
790,永和區,永和路,人行道,301961.072111,2767163.703891,2013-09-03 16:06:32.65,121.5148159,25.01162348
791,永和區,永和路,人行道,301959.306329,2767155.582938,2013-09-03 16:06:32.65,121.5147981,25.01155023
792,板橋區,文化路,人行道,297195.424065,2768297.456847,2013-09-03 16:06:32.65,121.4676392,25.02201503
793,永和區,永和路,人行道,301957.983508,2767150.350326,2013-09-03 16:06:32.65,121.5147847,25.01150303
794,永和區,永和路,人行道,301956.25821,2767145.690141,2013-09-03 16:06:32.65,121.5147675,25.01146102
795,永和區,永和路,人行道,301955.076981,2767140.522262,2013-09-03 16:06:32.65,121.5147556,25.01141441
796,永和區,永和路,人行道,301953.009829,2767130.777119,2013-09-03 16:06:32.65,121.5147347,25.0113265
797,永和區,永和路,人行道,301950.795024,2767124.42801,2013-09-03 16:06:32.65,121.5147126,25.01126925
798,永和區,永和路,人行道,301949.761448,2767119.407785,2013-09-03 16:06:32.65,121.5147021,25.01122397
799,永和區,永和路,人行道,301977.012647,2767228.523859,2013-09-03 16:06:32.65,121.5149762,25.01220813
800,永和區,永和路,人行道,301975.34191,2767219.658576,2013-09-03 16:06:32.65,121.5149593,25.01212815
801,永和區,永和路,人行道,301973.173651,2767213.463183,2013-09-03 16:06:32.65,121.5149376,25.0120723
802,永和區,永和路,人行道,301945.996279,2767106.709568,2013-09-03 16:06:32.65,121.5146643,25.01110946
803,板橋區,文化路,人行道,297197.441875,2768301.924855,2013-09-03 16:06:32.65,121.4676594,25.02205531
804,永和區,永和路,人行道,301945.405664,2767102.870572,2013-09-03 16:06:32.65,121.5146583,25.01107482
805,永和區,永和路,人行道,301943.486166,2767095.155577,2013-09-03 16:06:32.65,121.514639,25.01100523
806,永和區,永和路,人行道,301942.636889,2767091.501238,2013-09-03 16:06:32.65,121.5146305,25.01097227
807,永和區,永和路,中央分隔島,301983.715734,2767211.153333,2013-09-03 16:06:32.65,121.515042,25.01205108
808,永和區,永和路,中央分隔島,301983.284897,2767209.163039,2013-09-03 16:06:32.65,121.5150376,25.01203313
809,永和區,永和路,中央分隔島,301982.924857,2767207.255666,2013-09-03 16:06:32.65,121.515034,25.01201592
810,永和區,永和路,中央分隔島,301981.927171,2767203.404546,2013-09-03 16:06:32.65,121.515024,25.01198119
811,永和區,永和路,中央分隔島,301977.910693,2767187.688521,2013-09-03 16:06:32.65,121.5149836,25.01183944
812,永和區,永和路,中央分隔島,301981.165137,2767200.380676,2013-09-03 16:06:32.65,121.5150163,25.01195391
813,永和區,永和路,中央分隔島,301980.426868,2767197.126233,2013-09-03 16:06:32.65,121.5150089,25.01192456
814,板橋區,文化路,人行道,297199.171427,2768305.960475,2013-09-03 16:06:32.65,121.4676766,25.02209169
815,永和區,永和路,中央分隔島,301979.77152,2767194.262142,2013-09-03 16:06:32.65,121.5150023,25.01189872
816,永和區,永和路,中央分隔島,301978.98016,2767191.952775,2013-09-03 16:06:32.65,121.5149943,25.0118779
817,永和區,永和路,中央分隔島,301978.368215,2767189.509701,2013-09-03 16:06:32.65,121.5149882,25.01185586
818,永和區,永和路,中央分隔島,301970.677648,2767157.13903,2013-09-03 16:06:32.65,121.5149108,25.01156389
819,永和區,永和路,中央分隔島,301977.150573,2767183.190491,2013-09-03 16:06:32.65,121.5149759,25.01179886
820,永和區,永和路,中央分隔島,301976.654018,2767180.51859,2013-09-03 16:06:32.65,121.5149709,25.01177475
821,永和區,永和路,中央分隔島,301971.038191,2767159.657215,2013-09-03 16:06:32.65,121.5149144,25.01158661
822,永和區,永和路,中央分隔島,301973.23124,2767168.920351,2013-09-03 16:06:32.65,121.5149365,25.01167016
823,永和區,永和路,中央分隔島,301975.294321,2767176.498653,2013-09-03 16:06:32.65,121.5149572,25.01173851
824,永和區,永和路,中央分隔島,301971.877586,2767162.790265,2013-09-03 16:06:32.65,121.5149229,25.01161486
825,板橋區,文化路,人行道,297201.333366,2768309.851965,2013-09-03 16:06:32.65,121.4676982,25.02212675
826,永和區,永和路,中央分隔島,301972.468703,2767166.017875,2013-09-03 16:06:32.65,121.5149288,25.01164398
827,永和區,永和路,中央分隔島,301973.976074,2767171.592252,2013-09-03 16:06:32.65,121.514944,25.01169426
828,永和區,永和路,中央分隔島,301974.567191,2767173.690739,2013-09-03 16:06:32.65,121.5149499,25.01171318
829,永和區,永和路,中央分隔島,301969.39151,2767153.062463,2013-09-03 16:06:32.65,121.5148979,25.01152713
830,永和區,永和路,中央分隔島,301967.680543,2767146.663939,2013-09-03 16:06:32.65,121.5148807,25.01146942
831,永和區,永和路,中央分隔島,301964.946742,2767136.975617,2013-09-03 16:06:32.65,121.5148532,25.01138205
832,永和區,永和路,中央分隔島,301964.201909,2767134.052982,2013-09-03 16:06:32.65,121.5148457,25.01135569
833,永和區,永和路,中央分隔島,301966.520083,2767143.239259,2013-09-03 16:06:32.65,121.5148691,25.01143854
834,永和區,永和路,中央分隔島,301959.017797,2767110.609711,2013-09-03 16:06:32.65,121.5147935,25.01114422
835,永和區,永和路,中央分隔島,301959.735654,2767113.035791,2013-09-03 16:06:32.65,121.5148007,25.0111661
836,板橋區,文化路,人行道,297203.927693,2768315.328878,2013-09-03 16:06:32.65,121.4677241,25.02217612
837,永和區,永和路,中央分隔島,301960.34286,2767116.401029,2013-09-03 16:06:32.65,121.5148068,25.01119646
838,永和區,永和路,中央分隔島,301960.977043,2767119.213014,2013-09-03 16:06:32.65,121.5148132,25.01122182
839,永和區,永和路,中央分隔島,301961.611226,2767122.356951,2013-09-03 16:06:32.65,121.5148196,25.01125018
840,永和區,永和路,中央分隔島,301961.997131,2767125.530608,2013-09-03 16:06:32.65,121.5148236,25.01127882
841,永和區,永和路,中央分隔島,301962.879591,2767128.814917,2013-09-03 16:06:32.65,121.5148324,25.01130844
842,永和區,永和路,中央分隔島,301963.430099,2767131.489275,2013-09-03 16:06:32.65,121.514838,25.01133257
843,永和區,永和路,中央分隔島,301965.691576,2767140.065601,2013-09-03 16:06:32.65,121.5148607,25.01140992
844,永和區,永和路,中央分隔島,301968.425376,2767149.7809,2013-09-03 16:06:32.65,121.5148882,25.01149753
845,永和區,永和路,人行道,301952.139549,2767041.62673,2013-09-03 16:06:32.65,121.5147228,25.01052168
846,永和區,永和路,人行道,301957.591315,2767066.514347,2013-09-03 16:06:32.65,121.5147777,25.01074618
847,板橋區,文化路,人行道,297144.114039,2768267.477955,2013-09-03 16:06:32.65,121.4671298,25.02174598
848,永和區,永和路,人行道,301961.304221,2767081.4173,2013-09-03 16:06:32.65,121.5148151,25.01088059
849,永和區,永和路,人行道,301964.677177,2767093.816504,2013-09-03 16:06:32.65,121.5148489,25.01099242
850,永和區,永和路,人行道,301955.696367,2767057.8676,2013-09-03 16:06:32.65,121.5147586,25.01066818
851,永和區,永和路,人行道,301954.947475,2767054.741608,2013-09-03 16:06:32.65,121.5147511,25.01063998
852,永和區,永和路,人行道,301970.546147,2767114.366605,2013-09-03 16:06:32.65,121.5149079,25.01117774
853,永和區,永和路,人行道,301968.180559,2767105.245515,2013-09-03 16:06:32.65,121.5148841,25.01109548
854,永和區,永和路,人行道,301969.536404,2767109.924582,2013-09-03 16:06:32.65,121.5148977,25.01113767
855,永和區,永和路,人行道,301966.617563,2767101.024793,2013-09-03 16:06:32.65,121.5148684,25.01105743
856,永和區,永和路,人行道,301973.727497,2767124.461921,2013-09-03 16:06:32.65,121.5149398,25.01126877
857,永和區,永和路,人行道,301975.596782,2767130.812779,2013-09-03 16:06:32.65,121.5149585,25.01132604
858,板橋區,文化路,人行道,297149.158564,2768278.864169,2013-09-03 16:06:32.65,121.4671802,25.02184862
859,永和區,永和路,人行道,301976.766315,2767137.869455,2013-09-03 16:06:32.65,121.5149704,25.01138971
860,永和區,永和路,人行道,301981.415752,2767152.001631,2013-09-03 16:06:32.65,121.515017,25.01151714
861,永和區,永和路,人行道,301979.520805,2767145.255719,2013-09-03 16:06:32.65,121.5149979,25.0114563
862,永和區,永和路,人行道,301996.125177,2767216.304537,2013-09-03 16:06:32.65,121.5151651,25.01209716
863,永和區,永和路,人行道,301995.24586,2767211.907952,2013-09-03 16:06:32.65,121.5151562,25.0120575
864,永和區,永和路,人行道,301990.595237,2767189.892462,2013-09-03 16:06:32.65,121.5151093,25.0118589
865,永和區,永和路,人行道,301987.747543,2767178.117397,2013-09-03 16:06:32.65,121.5150807,25.01175269
866,永和區,永和路,人行道,301988.47446,2767181.495313,2013-09-03 16:06:32.65,121.515088,25.01178316
867,永和區,永和路,人行道,301986.153041,2767166.128754,2013-09-03 16:06:32.65,121.5150644,25.01164451
868,永和區,永和路,人行道,301991.728592,2767195.025064,2013-09-03 16:06:32.65,121.5151208,25.0119052
869,板橋區,文化路,人行道,297154.491348,2768290.971029,2013-09-03 16:06:32.65,121.4672334,25.02195775
870,永和區,永和路,人行道,301993.905395,2767206.708908,2013-09-03 16:06:32.65,121.5151428,25.01201061
871,永和區,永和路,人行道,301981.528514,2767249.190996,2013-09-03 16:06:32.65,121.5150217,25.01239456
872,永和區,永和路,人行道,301983.463011,2767257.632439,2013-09-03 16:06:32.65,121.5150412,25.0124707
873,永和區,永和路,人行道,301985.221645,2767263.084205,2013-09-03 16:06:32.65,121.5150589,25.01251986
874,永和區,永和路,人行道,301986.804416,2767269.591152,2013-09-03 16:06:32.65,121.5150748,25.01257855
875,永和區,永和路,人行道,301993.311362,2767295.7948,2013-09-03 16:06:32.65,121.5151402,25.01281489
876,永和區,永和路,人行道,301994.190679,2767300.015522,2013-09-03 16:06:32.65,121.5151491,25.01285297
877,永和區,永和路,人行道,301995.24586,2767304.060381,2013-09-03 16:06:32.65,121.5151597,25.01288945
878,永和區,永和路,人行道,302003.269135,2767335.584226,2013-09-03 16:06:32.65,121.5152404,25.01317377
879,永和區,永和路,人行道,302010.24896,2767362.370176,2013-09-03 16:06:32.65,121.5153106,25.01341536
880,板橋區,文化路,人行道,297159.103485,2768299.762915,2013-09-03 16:06:32.65,121.4672794,25.02203698
881,永和區,永和路,人行道,302008.753463,2767358.105159,2013-09-03 16:06:32.65,121.5152956,25.0133769
882,永和區,永和路,人行道,302007.599278,2767352.972557,2013-09-03 16:06:32.65,121.5152839,25.0133306
883,永和區,永和路,人行道,302007.061272,2767348.883403,2013-09-03 16:06:32.65,121.5152785,25.01329371
884,永和區,永和路,人行道,302005.632217,2767344.838545,2013-09-03 16:06:32.65,121.5152642,25.01325724
885,永和區,永和路,人行道,302027.944723,2767436.254957,2013-09-03 16:06:32.65,121.5154887,25.01408178
886,永和區,永和路,人行道,302026.834832,2767431.011617,2013-09-03 16:06:32.65,121.5154775,25.01403448
887,永和區,永和路,人行道,302022.690968,2767414.12873,2013-09-03 16:06:32.65,121.5154358,25.0138822
888,永和區,永和路,人行道,302021.61364,2767408.325237,2013-09-03 16:06:32.65,121.5154249,25.01382985
889,永和區,永和路,人行道,302046.674834,2767509.468847,2013-09-03 16:06:32.65,121.515677,25.01474211
890,永和區,永和路,人行道,302044.453736,2767500.52196,2013-09-03 16:06:32.65,121.5156546,25.01466141
891,板橋區,中山路,中央分隔島,298672.67078,2768148.372368,2013-09-03 16:06:32.65,121.482271,25.02062233
892,板橋區,文化路,人行道,297161.697812,2768305.239828,2013-09-03 16:06:32.65,121.4673053,25.02208635
