oid,town_na,road_na,site,x,y,CDate,lon,lat
8298,中和區,連城路,中央分隔島,300155.352789,2765922.520653,2013-09-03 16:06:32.65,121.4968807,25.0004789
8299,中和區,連城路,中央分隔島,300153.699861,2765920.316749,2013-09-03 16:06:32.65,121.4968643,25.00045905
8300,中和區,連城路,人行道,300353.560323,2766104.8937,2013-09-03 16:06:32.65,121.4988509,25.00211879
8301,中和區,連城路,人行道,300335.705591,2766096.078084,2013-09-03 16:06:32.65,121.4986737,25.0020398
8302,中和區,連城路,人行道,300380.685011,2766118.554514,2013-09-03 16:06:32.65,121.4991202,25.00224122
8303,中和區,連城路,人行道,300311.143648,2766083.392356,2013-09-03 16:06:32.65,121.49843,25.00192609
8304,中和區,連城路,人行道,300276.108356,2766064.305137,2013-09-03 16:06:32.65,121.4980822,25.00175493
8305,中和區,連城路,人行道,300284.176057,2766084.337211,2013-09-03 16:06:32.65,121.4981628,25.00193551
8306,中和區,連城路,人行道,300271.09278,2766075.6219,2013-09-03 16:06:32.65,121.4980329,25.00185727
8307,中和區,連城路,人行道,300261.782981,2766068.389139,2013-09-03 16:06:32.65,121.4979404,25.00179228
8308,板橋區,縣民大道,人行道,296870.999229,2767358.97442,2013-09-03 16:06:32.65,121.4643928,25.01355243
8309,中和區,連城路,人行道,300236.254428,2766046.954199,2013-09-03 16:06:32.65,121.4976867,25.00159961
8310,中和區,連城路,人行道,300232.384315,2766043.38133,2013-09-03 16:06:32.65,121.4976483,25.00156748
8311,中和區,連城路,人行道,300233.993731,2766028.53521,2013-09-03 16:06:32.65,121.4976637,25.00143339
8312,中和區,連城路,人行道,300218.05894,2766008.970758,2013-09-03 16:06:32.65,121.4975051,25.00125729
8313,中和區,連城路,人行道,300197.121853,2766002.368657,2013-09-03 16:06:32.65,121.4972974,25.00119838
8314,中和區,連城路,人行道,300203.746845,2765992.494601,2013-09-03 16:06:32.65,121.4973627,25.00110902
8315,中和區,連城路,人行道,300185.888443,2765988.84799,2013-09-03 16:06:32.65,121.4971857,25.00107669
8316,中和區,連城路,人行道,300171.068885,2765927.182193,2013-09-03 16:06:32.65,121.4970366,25.00052046
8317,中和區,連城路,人行道,300160.967659,2765910.950157,2013-09-03 16:06:32.65,121.496936,25.00037425
8318,中和區,連城路,人行道,300144.521733,2765927.422644,2013-09-03 16:06:32.65,121.4967736,25.00052351
8319,板橋區,縣民大道,人行道,296874.349547,2767362.020162,2013-09-03 16:06:32.65,121.4644261,25.01357982
8320,中和區,連城路,人行道,300129.618821,2765860.330441,2013-09-03 16:06:32.65,121.4966236,24.99991829
8321,中和區,連城路,人行道,300125.77527,2765852.66029,2013-09-03 16:06:32.65,121.4965852,24.99984917
8322,中和區,連城路,人行道,300110.334662,2765870.444948,2013-09-03 16:06:32.65,121.4964329,25.00001024
8323,中和區,連城路,人行道,300086.205304,2765831.793276,2013-09-03 16:06:32.65,121.4961924,24.99966209
8324,中和區,連城路,人行道,300066.440242,2765799.596218,2013-09-03 16:06:32.65,121.4959955,24.99937207
8325,中和區,連城路,人行道,300030.556731,2765742.207693,2013-09-03 16:06:32.65,121.4956379,24.99885515
8326,中和區,連城路,人行道,300022.545823,2765732.473784,2013-09-03 16:06:32.65,121.4955582,24.99876753
8327,中和區,連城路,人行道,300007.41574,2765716.114883,2013-09-03 16:06:32.65,121.4954077,24.99862034
8328,中和區,連城路,人行道,299991.256049,2765700.947228,2013-09-03 16:06:32.65,121.4952471,24.99848394
8329,中和區,連城路,人行道,299929.728128,2765655.664623,2013-09-03 16:06:32.65,121.4946359,24.99807716
8330,板橋區,縣民大道,人行道,296878.613586,2767365.37048,2013-09-03 16:06:32.65,121.4644685,25.01360994
8331,中和區,連城路,人行道,299861.660839,2765603.278394,2013-09-03 16:06:32.65,121.4939598,24.99760645
8332,中和區,連城路,人行道,299855.192944,2765598.065878,2013-09-03 16:06:32.65,121.4938955,24.9975596
8333,中和區,連城路,人行道,299816.524321,2765570.036176,2013-09-03 16:06:32.65,121.4935114,24.99730782
8334,中和區,連城路,人行道,299815.462211,2765542.96828,2013-09-03 16:06:32.65,121.4934999,24.99706349
8335,中和區,連城路,人行道,299801.364007,2765531.878688,2013-09-03 16:06:32.65,121.4933599,24.99696383
8336,中和區,連城路,人行道,299801.364007,2765559.397255,2013-09-03 16:06:32.65,121.4933609,24.99721227
8337,中和區,連城路,人行道,299721.45921,2765493.791272,2013-09-03 16:06:32.65,121.4925669,24.9966226
8338,中和區,連城路,人行道,299702.739307,2765488.521964,2013-09-03 16:06:32.65,121.4923813,24.99657564
8339,中和區,連城路,人行道,299686.747723,2765483.760119,2013-09-03 16:06:32.65,121.4922227,24.99653318
8340,中和區,連城路,人行道,299644.349135,2765471.087672,2013-09-03 16:06:32.65,121.4918022,24.99642016
8341,板橋區,縣民大道,人行道,296882.268478,2767368.416222,2013-09-03 16:06:32.65,121.4645048,25.01363732
8342,中和區,連城路,中央分隔島,299644.803476,2765483.265936,2013-09-03 16:06:32.65,121.4918072,24.99653009
8343,中和區,連城路,中央分隔島,299641.70784,2765482.518021,2013-09-03 16:06:32.65,121.4917765,24.99652344
8344,中和區,連城路,中央分隔島,299609.060111,2765475.128162,2013-09-03 16:06:32.65,121.4914528,24.99645779
8345,中和區,連城路,中央分隔島,299634.955982,2765480.637922,2013-09-03 16:06:32.65,121.4917095,24.99650669
8346,中和區,連城路,中央分隔島,299631.650126,2765479.903288,2013-09-03 16:06:32.65,121.4916768,24.99650016
8347,中和區,連城路,中央分隔島,299628.527929,2765478.984994,2013-09-03 16:06:32.65,121.4916458,24.99649197
8348,中和區,連城路,中央分隔島,299622.650852,2765478.25036,2013-09-03 16:06:32.65,121.4915876,24.99648553
8349,中和區,連城路,中央分隔島,299619.712313,2765477.515725,2013-09-03 16:06:32.65,121.4915584,24.996479
8350,中和區,連城路,中央分隔島,299614.202554,2765476.230114,2013-09-03 16:06:32.65,121.4915038,24.99646757
8351,中和區,連城路,中央分隔島,299639.009753,2765481.542935,2013-09-03 16:06:32.65,121.4917497,24.99651472
8352,板橋區,縣民大道,中央分隔島,296870.085507,2767378.467174,2013-09-03 16:06:32.65,121.4643844,25.01372844
8353,中和區,連城路,中央分隔島,299625.405732,2765478.801336,2013-09-03 16:06:32.65,121.4916149,24.99649042
8354,中和區,連城路,中央分隔島,299616.773775,2765476.78109,2013-09-03 16:06:32.65,121.4915293,24.99647246
8355,中和區,連城路,中央分隔島,299611.814991,2765475.792724,2013-09-03 16:06:32.65,121.4914801,24.9964637
8356,中和區,連城路,人行道,299626.875001,2765467.781816,2013-09-03 16:06:32.65,121.491629,24.99639089
8357,中和區,連城路,人行道,299609.24377,2765464.392606,2013-09-03 16:06:32.65,121.4914542,24.99636086
8358,中和區,連城路,人行道,299555.610901,2765457.651758,2013-09-03 16:06:32.65,121.4909227,24.99630176
8359,中和區,連城路,人行道,299528.036412,2765455.56371,2013-09-03 16:06:32.65,121.4906495,24.99628381
8360,中和區,連城路,人行道,299467.656225,2765449.556097,2013-09-03 16:06:32.65,121.4900511,24.99623155
8361,中和區,連城路,人行道,299434.781326,2765464.68618,2013-09-03 16:06:32.65,121.489726,24.99636921
8362,中和區,連城路,人行道,299403.235548,2765461.677568,2013-09-03 16:06:32.65,121.4894134,24.99634308
8363,板橋區,縣民大道,中央分隔島,296875.415556,2767382.731213,2013-09-03 16:06:32.65,121.4644374,25.01376677
8364,中和區,連城路,人行道,299376.417714,2765437.75616,2013-09-03 16:06:32.65,121.4891469,24.99612799
8365,中和區,連城路,人行道,299364.794096,2765457.313273,2013-09-03 16:06:32.65,121.4890324,24.99630493
8366,中和區,連城路,人行道,299293.16722,2765456.762297,2013-09-03 16:06:32.65,121.4883228,24.99630229
8367,中和區,連城路,人行道,299299.638785,2765457.142895,2013-09-03 16:06:32.65,121.488387,24.99630551
8368,中和區,連城路,人行道,299307.676254,2765456.945955,2013-09-03 16:06:32.65,121.4884666,24.99630347
8369,中和區,連城路,人行道,299247.334219,2765458.699399,2013-09-03 16:06:32.65,121.4878689,24.99632127
8370,中和區,連城路,人行道,299241.801798,2765458.381274,2013-09-03 16:06:32.65,121.4878141,24.99631857
8371,中和區,連城路,人行道,299238.258785,2765459.441885,2013-09-03 16:06:32.65,121.487779,24.99632826
8372,中和區,連城路,人行道,299228.140137,2765458.186634,2013-09-03 16:06:32.65,121.4876787,24.99631726
8373,中和區,連城路,人行道,299251.900814,2765437.512039,2013-09-03 16:06:32.65,121.4879134,24.99612984
8374,板橋區,縣民大道,中央分隔島,296880.897894,2767387.604402,2013-09-03 16:06:32.65,121.4644919,25.0138106
8375,中和區,連城路,人行道,298337.528142,2765215.041083,2013-09-03 16:06:32.65,121.4788476,24.99415078
8376,中和區,連城路,人行道,298307.212307,2765212.421196,2013-09-03 16:06:32.65,121.4785472,24.9941281
8377,中和區,連城路,人行道,298309.457925,2765216.163892,2013-09-03 16:06:32.65,121.4785696,24.99416181
8378,中和區,連城路,人行道,298312.077812,2765219.158048,2013-09-03 16:06:32.65,121.4785956,24.99418876
8379,中和區,連城路,人行道,298315.071968,2765222.152205,2013-09-03 16:06:32.65,121.4786254,24.9942157
8380,中和區,連城路,人行道,298316.943316,2765225.146361,2013-09-03 16:06:32.65,121.4786441,24.99424267
8381,中和區,連城路,人行道,298333.411177,2765245.356918,2013-09-03 16:06:32.65,121.4788079,24.99442461
8382,中和區,連城路,人行道,298330.042751,2765241.988492,2013-09-03 16:06:32.65,121.4787744,24.9943943
8383,中和區,連城路,人行道,298327.422864,2765238.245796,2013-09-03 16:06:32.65,121.4787483,24.9943606
8384,中和區,連城路,人行道,298324.802977,2765234.87737,2013-09-03 16:06:32.65,121.4787223,24.99433027
8385,板橋區,中山路,人行道,297084.931505,2767232.973446,2013-09-03 16:06:32.65,121.4665081,25.01240825
8386,板橋區,縣民大道,中央分隔島,296886.532518,2767392.020729,2013-09-03 16:06:32.65,121.4645479,25.01385029
8387,中和區,連城路,人行道,298322.18309,2765231.883214,2013-09-03 16:06:32.65,121.4786962,24.99430332
8388,中和區,連城路,人行道,298319.563203,2765228.514787,2013-09-03 16:06:32.65,121.4786701,24.994273
8389,中和區,連城路,人行道,298503.475413,2765316.410883,2013-09-03 16:06:32.65,121.4804951,24.99506066
8390,中和區,連城路,人行道,298513.244392,2765319.239309,2013-09-03 16:06:32.65,121.4805919,24.99508588
8391,中和區,連城路,中央分隔島,298493.890255,2765303.007386,2013-09-03 16:06:32.65,121.4803996,24.99493995
8392,中和區,連城路,人行道,299034.056467,2765438.219955,2013-09-03 16:06:32.65,121.4857554,24.99614329
8393,中和區,連城路,人行道,299043.40055,2765465.801694,2013-09-03 16:06:32.65,121.4858489,24.996392
8394,中和區,連城路,人行道,299053.131558,2765462.433268,2013-09-03 16:06:32.65,121.4859452,24.99636127
8395,中和區,連城路,人行道,299061.365489,2765466.175964,2013-09-03 16:06:32.65,121.4860269,24.99639479
8396,中和區,連城路,人行道,299061.365489,2765460.187651,2013-09-03 16:06:32.65,121.4860267,24.99634073
8397,板橋區,縣民大道,人行道,296890.035122,2767374.355421,2013-09-03 16:06:32.65,121.464582,25.0136907
8398,中和區,連城路,人行道,299071.470767,2765465.801694,2013-09-03 16:06:32.65,121.486127,24.99639109
8399,中和區,連城路,人行道,299080.078967,2765465.801694,2013-09-03 16:06:32.65,121.4862123,24.99639081
8400,中和區,連城路,人行道,299081.201776,2765459.813381,2013-09-03 16:06:32.65,121.4862232,24.99633671
8401,中和區,連城路,人行道,299090.558515,2765465.053155,2013-09-03 16:06:32.65,121.4863161,24.99638371
8402,中和區,連城路,人行道,299090.558515,2765459.439112,2013-09-03 16:06:32.65,121.4863159,24.99633303
8403,中和區,連城路,人行道,299073.614832,2765459.432783,2013-09-03 16:06:32.65,121.486148,24.99633352
8404,中和區,連城路,人行道,299109.804771,2765459.44544,2013-09-03 16:06:32.65,121.4865065,24.99633246
8405,中和區,連城路,人行道,299115.412486,2765460.587234,2013-09-03 16:06:32.65,121.4865621,24.99634259
8406,中和區,連城路,人行道,299119.003003,2765459.064842,2013-09-03 16:06:32.65,121.4865976,24.99632873
8407,中和區,連城路,人行道,299132.476707,2765460.93619,2013-09-03 16:06:32.65,121.4867312,24.99634519
8408,板橋區,縣民大道,人行道,296893.537726,2767377.248876,2013-09-03 16:06:32.65,121.4646168,25.01371671
8409,中和區,連城路,人行道,299128.124995,2765459.18538,2013-09-03 16:06:32.65,121.486688,24.99632952
8410,中和區,連城路,人行道,299140.336368,2765460.93619,2013-09-03 16:06:32.65,121.486809,24.99634493
8411,中和區,連城路,人行道,299133.745665,2765436.063233,2013-09-03 16:06:32.65,121.4867428,24.99612059
8412,中和區,連城路,人行道,299153.061533,2765459.439112,2013-09-03 16:06:32.65,121.486935,24.996331
8413,中和區,連城路,人行道,299161.669733,2765459.064842,2013-09-03 16:06:32.65,121.4870203,24.99632734
8414,中和區,連城路,人行道,299170.671188,2765459.077499,2013-09-03 16:06:32.65,121.4871095,24.99632717
8415,中和區,連城路,人行道,299158.301307,2765459.813381,2013-09-03 16:06:32.65,121.4869869,24.99633421
8416,中和區,連城路,人行道,299148.944568,2765459.439112,2013-09-03 16:06:32.65,121.4868942,24.99633114
8417,中和區,連城路,人行道,299219.280213,2765458.127154,2013-09-03 16:06:32.65,121.487591,24.99631701
8418,中和區,連城路,人行道,299188.43912,2765458.993195,2013-09-03 16:06:32.65,121.4872855,24.99632583
8419,板橋區,縣民大道,人行道,296897.344905,2767380.294619,2013-09-03 16:06:32.65,121.4646546,25.01374409
8420,中和區,連城路,人行道,299205.365443,2765458.144661,2013-09-03 16:06:32.65,121.4874531,24.99631762
8421,中和區,連城路,人行道,299212.934144,2765458.218607,2013-09-03 16:06:32.65,121.4875281,24.99631804
8422,中和區,連城路,中央分隔島,298517.55104,2765310.299905,2013-09-03 16:06:32.65,121.4806343,24.99500504
8423,中和區,連城路,中央分隔島,298520.956582,2765311.080941,2013-09-03 16:06:32.65,121.480668,24.99501198
8424,中和區,連城路,中央分隔島,298532.951425,2765315.150572,2013-09-03 16:06:32.65,121.480787,24.99504833
8425,中和區,連城路,中央分隔島,298474.466203,2765297.516199,2013-09-03 16:06:32.65,121.480207,24.994891
8426,中和區,連城路,中央分隔島,298477.38412,2765298.150529,2013-09-03 16:06:32.65,121.4802359,24.99489663
8427,中和區,連城路,中央分隔島,298483.473688,2765300.053519,2013-09-03 16:06:32.65,121.4802963,24.99491362
8428,中和區,連城路,中央分隔島,298480.428904,2765299.038591,2013-09-03 16:06:32.65,121.4802661,24.99490455
8429,中和區,連城路,中央分隔島,298386.674936,2765268.971351,2013-09-03 16:06:32.65,121.4793364,24.9946361
8430,板橋區,縣民大道,人行道,296901.608945,2767384.254085,2013-09-03 16:06:32.65,121.464697,25.01377971
8431,中和區,連城路,中央分隔島,298432.219827,2765284.068404,2013-09-03 16:06:32.65,121.4797881,24.99477094
8432,中和區,連城路,中央分隔島,298715.511589,2765370.971609,2013-09-03 16:06:32.65,121.4825974,24.99554644
8433,中和區,連城路,人行道,299070.990101,2765461.046464,2013-09-03 16:06:32.65,121.4861221,24.99634817
8434,中和區,連城路,人行道,299106.005115,2765460.792732,2013-09-03 16:06:32.65,121.4864689,24.99634475
8435,中和區,連城路,人行道,299122.62456,2765460.285268,2013-09-03 16:06:32.65,121.4866335,24.99633963
8436,中和區,連城路,中央分隔島,299142.415655,2765447.344937,2013-09-03 16:06:32.65,121.4868291,24.99622216
8437,中和區,連城路,人行道,299167.28139,2765460.158402,2013-09-03 16:06:32.65,121.4870759,24.99633704
8438,中和區,連城路,人行道,299198.490424,2765458.382278,2013-09-03 16:06:32.65,121.487385,24.99631999
8439,中和區,連城路,人行道,299221.960633,2765436.561327,2013-09-03 16:06:32.65,121.4876167,24.99612223
8440,中和區,連城路,人行道,299206.609847,2765436.815059,2013-09-03 16:06:32.65,121.4874647,24.99612501
8441,板橋區,縣民大道,人行道,296905.56841,2767387.147541,2013-09-03 16:06:32.65,121.4647363,25.01380571
8442,中和區,連城路,中央分隔島,299518.319592,2765464.725578,2013-09-03 16:06:32.65,121.4905535,24.99636684
8443,中和區,連城路,人行道,299540.267409,2765456.479288,2013-09-03 16:06:32.65,121.4907707,24.99629168
8444,中和區,連城路,中央分隔島,299691.23794,2765496.442076,2013-09-03 16:06:32.65,121.4922676,24.99664752
8445,中和區,連城路,人行道,299829.26814,2765552.643711,2013-09-03 16:06:32.65,121.493637,24.99715038
8446,中和區,連城路,人行道,299958.925185,2765679.763436,2013-09-03 16:06:32.65,121.494926,24.99829376
8447,中和區,連城路,人行道,299963.619227,2765682.681354,2013-09-03 16:06:32.65,121.4949727,24.99831995
8448,中和區,連城路,人行道,299967.932671,2765686.741065,2013-09-03 16:06:32.65,121.4950155,24.99835646
8449,中和區,連城路,人行道,299969.328197,2765684.838076,2013-09-03 16:06:32.65,121.4950293,24.99833923
8450,中和區,連城路,人行道,300113.194232,2765875.263931,2013-09-03 16:06:32.65,121.4964614,25.00005365
8451,中和區,連城路,人行道,300223.821378,2766016.846379,2013-09-03 16:06:32.65,121.4975625,25.0013282
8452,板橋區,縣民大道,人行道,296909.527876,2767390.040996,2013-09-03 16:06:32.65,121.4647756,25.01383171
8453,中和區,連城路,中央分隔島,298514.599967,2765309.318321,2013-09-03 16:06:32.65,121.480605,24.99499627
8454,中和區,連城路,人行道,298519.979482,2765300.079587,2013-09-03 16:06:32.65,121.480658,24.99491269
8455,土城區,中央路三段,中央分隔島,292973.703211,2761734.182115,2013-09-03 16:06:32.65,121.4256048,24.96288655
8456,土城區,中央路三段,中央分隔島,292983.36313,2761741.000882,2013-09-03 16:06:32.65,121.4257007,24.96294784
8457,土城區,中央路三段,中央分隔島,292976.923184,2761736.455037,2013-09-03 16:06:32.65,121.4256368,24.96290698
8458,土城區,中央路三段,中央分隔島,292980.332568,2761738.91737,2013-09-03 16:06:32.65,121.4256706,24.96292912
8459,土城區,中央路三段,中央分隔島,292993.970101,2761748.766699,2013-09-03 16:06:32.65,121.425806,24.96301765
8460,土城區,中央路三段,中央分隔島,292989.992487,2761745.736136,2013-09-03 16:06:32.65,121.4257665,24.9629904
8461,土城區,中央路三段,中央分隔島,292986.772514,2761743.273804,2013-09-03 16:06:32.65,121.4257346,24.96296826
8462,土城區,中央路三段,中央分隔島,293002.682969,2761755.396055,2013-09-03 16:06:32.65,121.4258925,24.96307726
8463,板橋區,縣民大道,人行道,296913.487341,2767393.391313,2013-09-03 16:06:32.65,121.464815,25.01386183
8464,土城區,中央路三段,中央分隔島,292999.841816,2761753.123133,2013-09-03 16:06:32.65,121.4258643,24.96305682
8465,土城區,中央路三段,人行道,293018.290671,2761746.882295,2013-09-03 16:06:32.65,121.4260468,24.96299995
8466,土城區,中央路三段,人行道,292999.841816,2761735.886807,2013-09-03 16:06:32.65,121.4258638,24.9629012
8467,土城區,中央路三段,人行道,293008.085358,2761740.934635,2013-09-03 16:06:32.65,121.4259456,24.96294654
8468,土城區,中央路三段,中央分隔島,293006.884516,2761758.146702,2013-09-03 16:06:32.65,121.4259342,24.96310197
8469,土城區,中央路三段,中央分隔島,293016.365156,2761763.76847,2013-09-03 16:06:32.65,121.4260283,24.96315246
8470,土城區,中央路三段,中央分隔島,293019.083057,2761765.717334,2013-09-03 16:06:32.65,121.4260553,24.96316997
8471,土城區,中央路三段,中央分隔島,293022.141367,2761768.304984,2013-09-03 16:06:32.65,121.4260856,24.96319325
8472,土城區,中央路三段,中央分隔島,293025.241709,2761770.285371,2013-09-03 16:06:32.65,121.4261164,24.96321104
8473,土城區,中央路三段,中央分隔島,293013.750456,2761761.708499,2013-09-03 16:06:32.65,121.4260023,24.96313393
8474,板橋區,縣民大道,人行道,296886.075656,2767371.157391,2013-09-03 16:06:32.65,121.4645426,25.01366195
8475,土城區,中央路三段,中央分隔島,293027.99411,2761771.994578,2013-09-03 16:06:32.65,121.4261437,24.96322639
8476,土城區,中央路三段,中央分隔島,293035.594937,2761777.231443,2013-09-03 16:06:32.65,121.4262191,24.96327346
8477,土城區,中央路三段,中央分隔島,293039.869134,2761780.157287,2013-09-03 16:06:32.65,121.4262616,24.96329975
8478,土城區,中央路三段,中央分隔島,293043.285514,2761782.267915,2013-09-03 16:06:32.65,121.4262955,24.96331871
8479,土城區,中央路三段,中央分隔島,293046.491161,2761784.354346,2013-09-03 16:06:32.65,121.4263273,24.96333746
8480,土城區,中央路三段,中央分隔島,293059.079124,2761793.501042,2013-09-03 16:06:32.65,121.4264522,24.96341968
8481,土城區,中央路三段,中央分隔島,293050.665708,2761787.711994,2013-09-03 16:06:32.65,121.4263687,24.96336765
8482,土城區,中央路三段,中央分隔島,293054.91101,2761790.645112,2013-09-03 16:06:32.65,121.4264109,24.96339401
8483,土城區,中央路三段,人行道,293072.741277,2761786.785746,2013-09-03 16:06:32.65,121.4265873,24.96335866
8484,土城區,中央路三段,人行道,293067.314639,2761782.795533,2013-09-03 16:06:32.65,121.4265335,24.96332279
8485,板橋區,縣民大道,中央分隔島,296867.039764,2767376.030579,2013-09-03 16:06:32.65,121.4643542,25.01370654
8486,土城區,中央路三段,中央分隔島,293090.435378,2761814.91186,2013-09-03 16:06:32.65,121.4267634,24.96361209
8487,土城區,中央路三段,中央分隔島,293094.49166,2761817.528815,2013-09-03 16:06:32.65,121.4268037,24.9636356
8488,土城區,中央路三段,中央分隔島,293098.417093,2761820.014923,2013-09-03 16:06:32.65,121.4268426,24.96365793
8489,土城區,中央路三段,中央分隔島,293101.426592,2761822.108488,2013-09-03 16:06:32.65,121.4268725,24.96367675
8490,土城區,中央路三段,中央分隔島,293104.436092,2761824.3329,2013-09-03 16:06:32.65,121.4269024,24.96369674
8491,土城區,中央路三段,中央分隔島,293113.464589,2761831.006137,2013-09-03 16:06:32.65,121.426992,24.96375674
8492,土城區,中央路三段,中央分隔島,293110.324242,2761828.781725,2013-09-03 16:06:32.65,121.4269608,24.96373674
8493,土城區,中央路三段,中央分隔島,293107.314743,2761826.557313,2013-09-03 16:06:32.65,121.426931,24.96371675
8494,土城區,中央路三段,人行道,293156.906054,2761842.259047,2013-09-03 16:06:32.65,121.4274226,24.96385709
8495,土城區,中央路三段,人行道,293167.897269,2761847.492959,2013-09-03 16:06:32.65,121.4275316,24.96390403
8496,板橋區,中山路,人行道,297058.840478,2767225.032699,2013-09-03 16:06:32.65,121.4662493,25.01233737
8497,板橋區,縣民大道,中央分隔島,296896.735756,2767400.091947,2013-09-03 16:06:32.65,121.4646492,25.01392284
8498,土城區,中央路三段,中央分隔島,293176.307716,2761867.671676,2013-09-03 16:06:32.65,121.4276155,24.96408597
8499,土城區,中央路三段,中央分隔島,293151.879413,2761855.928795,2013-09-03 16:06:32.65,121.4273732,24.96398065
8500,土城區,中央路三段,中央分隔島,293147.93719,2761853.870078,2013-09-03 16:06:32.65,121.4273341,24.96396218
8501,土城區,中央路三段,中央分隔島,293164.063626,2761862.875706,2013-09-03 16:06:32.65,121.4274941,24.96404302
8502,土城區,中央路三段,中央分隔島,293158.129152,2761859.700576,2013-09-03 16:06:32.65,121.4274352,24.96401452
8503,土城區,中央路三段,中央分隔島,293145.08899,2761852.136305,2013-09-03 16:06:32.65,121.4273059,24.9639466
8504,土城區,中央路三段,中央分隔島,293155.027958,2761857.954735,2013-09-03 16:06:32.65,121.4274045,24.96399885
8505,土城區,中央路三段,中央分隔島,293161.043723,2761861.26035,2013-09-03 16:06:32.65,121.4274642,24.96402852
8506,土城區,中央路三段,中央分隔島,293169.454077,2761864.509619,2013-09-03 16:06:32.65,121.4275476,24.96405762
8507,土城區,中央路三段,人行道,293196.520706,2761858.094584,2013-09-03 16:06:32.65,121.4278154,24.96399893
8508,板橋區,縣民大道,中央分隔島,296901.913519,2767404.508274,2013-09-03 16:06:32.65,121.4647007,25.01396256
8509,土城區,中央路三段,中央分隔島,293182.722933,2761870.714087,2013-09-03 16:06:32.65,121.4276792,24.96411326
8510,土城區,中央路三段,中央分隔島,293196.276349,2761875.947844,2013-09-03 16:06:32.65,121.4278136,24.96416012
8511,土城區,中央路三段,中央分隔島,293202.896508,2761877.516342,2013-09-03 16:06:32.65,121.4278792,24.9641741
8512,土城區,中央路三段,中央分隔島,293192.74542,2761874.820756,2013-09-03 16:06:32.65,121.4277785,24.96415005
8513,土城區,中央路三段,中央分隔島,293179.93596,2761869.331654,2013-09-03 16:06:32.65,121.4276515,24.96410086
8514,土城區,中央路三段,中央分隔島,293172.436924,2761866.343728,2013-09-03 16:06:32.65,121.4275772,24.96407409
8515,土城區,中央路三段,中央分隔島,293185.481157,2761871.691513,2013-09-03 16:06:32.65,121.4277065,24.964122
8516,土城區,中央路三段,中央分隔島,293189.620657,2761873.801675,2013-09-03 16:06:32.65,121.4277476,24.96414094
8517,土城區,中央路三段,中央分隔島,293199.656156,2761877.103968,2013-09-03 16:06:32.65,121.4278471,24.96417046
8518,土城區,中央路三段,中央分隔島,293206.97112,2761878.303612,2013-09-03 16:06:32.65,121.4279195,24.96418109
8519,板橋區,縣民大道,中央分隔島,296906.63442,2767408.46774,2013-09-03 16:06:32.65,121.4647476,25.01399816
8520,土城區,中央路三段,人行道,293239.939855,2761871.062072,2013-09-03 16:06:32.65,121.4282458,24.96411477
8521,土城區,中央路三段,人行道,293235.848758,2761870.200788,2013-09-03 16:06:32.65,121.4282053,24.96410711
8522,土城區,中央路三段,中央分隔島,293211.031379,2761879.284651,2013-09-03 16:06:32.65,121.4279598,24.96418983
8523,土城區,中央路三段,中央分隔島,293243.084949,2761885.808632,2013-09-03 16:06:32.65,121.4282774,24.96424782
8524,土城區,中央路三段,中央分隔島,293236.699324,2761884.237845,2013-09-03 16:06:32.65,121.4282141,24.96423382
8525,土城區,中央�搕T段,中央分隔島,293226.724884,2761883.017306,2013-09-03 16:06:32.65,121.4281153,24.96422308
8526,土城區,中央路三段,中央分隔島,293218.12774,2761880.762522,2013-09-03 16:06:32.65,121.4280301,24.96420297
8527,土城區,中央路三段,中央分隔島,293222.756542,2761881.918359,2013-09-03 16:06:32.65,121.428076,24.96421327
8528,土城區,中央路三段,中央分隔島,293240.254751,2761885.214038,2013-09-03 16:06:32.65,121.4282494,24.96424253
8529,土城區,中央路三段,中央分隔島,293259.548874,2761888.927453,2013-09-03 16:06:32.65,121.4284406,24.9642755
8530,板橋區,縣民大道,中央分隔島,296912.421331,2767413.036354,2013-09-03 16:06:32.65,121.4648051,25.01403922
8531,土城區,中央路三段,中央分隔島,293256.661529,2761888.309354,2013-09-03 16:06:32.65,121.428412,24.96427001
8532,土城區,中央路三段,中央分隔島,293265.717334,2761889.875781,2013-09-03 16:06:32.65,121.4285017,24.96428389
8533,土城區,中央路三段,中央分隔島,293262.334645,2761889.401617,2013-09-03 16:06:32.65,121.4284682,24.96427971
8534,土城區,中央路三段,中央分隔島,293269.430253,2761890.248371,2013-09-03 16:06:32.65,121.4285385,24.96428715
8535,土城區,中央路三段,中央分隔島,293246.339139,2761886.404388,2013-09-03 16:06:32.65,121.4283097,24.9642531
8536,土城區,中央路三段,中央分隔島,293249.587808,2761886.503638,2013-09-03 16:06:32.65,121.4283419,24.9642539
8537,土城區,中央路三段,中央分隔島,293252.76664,2761887.382205,2013-09-03 16:06:32.65,121.4283734,24.96426175
8538,土城區,中央路三段,中央分隔島,293275.543823,2761891.857158,2013-09-03 16:06:32.65,121.4285991,24.9643015
8539,土城區,中央路三段,中央分隔島,293279.506576,2761892.847846,2013-09-03 16:06:32.65,121.4286384,24.96431033
8540,土城區,中央路三段,中央分隔島,293297.008737,2761897.801288,2013-09-03 16:06:32.65,121.4288119,24.96435455
8541,板橋區,縣民大道,中央分隔島,296916.533084,2767416.386671,2013-09-03 16:06:32.65,121.4648459,25.01406934
